Country,Party,Dimension,Mean
FR,V,Globalization,5.479166508
DE,CDU/CSU,Taxes v. Spending,14.39999962
DE,CDU/CSU,Social,15.91489315
DE,CDU/CSU,Environment,14.51063824
DE,CDU/CSU,Decentralization,8.505746841
DE,CDU/CSU,Left-Right,13.58333302
DE,CDU/CSU,EU: Peacekeeping,6.584269524
DE,CDU/CSU,Immigration,14.62365627
DE,CDU/CSU,EU: Accountability,10.63218403
DE,CDU/CSU,EU: Authority,10.77272701
DE,CDU/CSU,Sympathy,11.30000019
DE,DKP,Taxes v. Spending,1.6875
DE,DKP,Social,6.083333492
DE,DKP,Environment,9.794117928
DE,DKP,Decentralization,15.35294151
DE,DKP,Left-Right,1.97647059
DE,DKP,EU: Peacekeeping,15.375
DE,DKP,Immigration,5.675675869
DE,DKP,EU: Accountability,5.411764622
DE,DKP,EU: Authority,13.80000019
DE,DKP,Sympathy,17.92207718
DE,DVU,Taxes v. Spending,9.551724434
DE,DVU,Social,19
DE,DVU,Environment,14.57575798
DE,DVU,Decentralization,14.93103409
DE,DVU,Left-Right,19.39560509
DE,DVU,EU: Peacekeeping,17.12820435
DE,DVU,Immigration,19.5
DE,DVU,EU: Accountability,13.79411793
DE,DVU,EU: Authority,18.22413826
DE,DVU,Sympathy,19.73563194
DE,FDP,Taxes v. Spending,18.71276665
DE,FDP,Social,5.290322781
DE,FDP,Environment,16.7553196
DE,FDP,Decentralization,5.917646885
DE,FDP,Left-Right,13.36458302
DE,FDP,EU: Peacekeeping,6.679487228
DE,FDP,Immigration,7.86956501
DE,FDP,EU: Accountability,7.914634228
DE,FDP,EU: Authority,9.951219559
DE,FDP,Sympathy,12.01098919
DE,GRU,Taxes v. Spending,11.02061844
DE,GRU,Social,2.368421078
DE,GRU,Environment,3.189473629
DE,GRU,Decentralization,5.363636494
DE,GRU,Left-Right,7.104166508
DE,GRU,EU: Peacekeeping,6.595505714
DE,GRU,Immigration,2.67368412
DE,GRU,EU: Accountability,4
DE,GRU,EU: Authority,6.941860676
DE,GRU,Sympathy,6.622222424
DE,NPD,Taxes v. Spending,9
DE,NPD,Social,18.90163994
DE,NPD,Environment,14.73333359
DE,NPD,Decentralization,15.39999962
DE,NPD,Left-Right,19.66666603
DE,NPD,EU: Peacekeeping,17.34210587
DE,NPD,Immigration,19.82608604
DE,NPD,EU: Accountability,14.79310322
DE,NPD,EU: Authority,18.4821434
DE,NPD,Sympathy,19.8571434
DE,PDS,Taxes v. Spending,2.989130497
DE,PDS,Social,4.86956501
DE,PDS,Environment,9.136363983
DE,PDS,Decentralization,13.61538506
DE,PDS,Left-Right,3.553191423
DE,PDS,EU: Peacekeeping,14.22222233
DE,PDS,Immigration,5.146067619
DE,PDS,EU: Accountability,5.027397156
DE,PDS,EU: Authority,10.68253994
DE,PDS,Sympathy,13.67816067
DE,Rep,Taxes v. Spending,10.80000019
DE,Rep,Social,18.77941132
DE,Rep,Environment,14.41666698
DE,Rep,Decentralization,14.30000019
DE,Rep,Left-Right,18.83908081
DE,Rep,EU: Peacekeeping,16.74285698
DE,Rep,Immigration,19.36111069
DE,Rep,EU: Accountability,13.78787899
DE,Rep,EU: Authority,17.92982483
DE,Rep,Sympathy,19.55421638
DE,SPD,Taxes v. Spending,9.322916985
DE,SPD,Social,7.263157845
DE,SPD,Environment,10.93684196
DE,SPD,Decentralization,11.70786476
DE,SPD,Left-Right,8.364583015
DE,SPD,EU: Peacekeeping,5.544444561
DE,SPD,Immigration,7.65263176
DE,SPD,EU: Accountability,7.808988571
DE,SPD,EU: Authority,8.04494381
DE,SPD,Sympathy,8.010989189
DE,Schil,Taxes v. Spending,14.08888912
DE,Schil,Social,17.3064518
DE,Schil,Environment,15.78947353
DE,Schil,Decentralization,10.5
DE,Schil,Left-Right,17.53932571
DE,Schil,EU: Peacekeeping,14.57692337
DE,Schil,Immigration,18.2394371
DE,Schil,EU: Accountability,12.1785717
DE,Schil,EU: Authority,16.5
DE,Schil,Sympathy,18.4352932
GR,KKE,Taxes v. Spending,4.428571224
GR,KKE,Social,10.46666622
GR,KKE,Environment,10.26666641
GR,KKE,Decentralization,8.933333397
GR,KKE,Left-Right,6.375
GR,KKE,EU: Peacekeeping,19
GR,KKE,Immigration,8.714285851
GR,KKE,Deregulation,2.266666651
GR,KKE,EU: Accountability,13.35714245
GR,KKE,EU: Authority,19.1875
GR,KKE,Sympathy,16.7142849
GR,ND,Taxes v. Spending,14.80000019
GR,ND,Social,14
GR,ND,Environment,13.75
GR,ND,Decentralization,10.5625
GR,ND,Left-Right,15.5625
GR,ND,EU: Peacekeeping,6.1875
GR,ND,Immigration,14.5625
GR,ND,Deregulation,16.6875
GR,ND,EU: Accountability,10.13333321
GR,ND,EU: Authority,7.25
GR,ND,Sympathy,14.64285755
GR,PASOK,Taxes v. Spending,10.9375
GR,PASOK,Social,7.8125
GR,PASOK,Environment,11.4375
GR,PASOK,Decentralization,8.8125
GR,PASOK,Left-Right,10.4375
GR,PASOK,EU: Peacekeeping,5.75
GR,PASOK,Immigration,9.25
GR,PASOK,Deregulation,11.375
GR,PASOK,EU: Accountability,8.800000191
GR,PASOK,EU: Authority,5.875
GR,PASOK,Sympathy,9
GR,SYN,Taxes v. Spending,6.533333302
GR,SYN,Social,4.8125
GR,SYN,Environment,5.125
GR,SYN,Decentralization,4.375
GR,SYN,Left-Right,6.5
GR,SYN,EU: Peacekeeping,12.0625
GR,SYN,Immigration,3.375
GR,SYN,Deregulation,6.6875
GR,SYN,EU: Accountability,5.533333302
GR,SYN,EU: Authority,6.4375
GR,SYN,Sympathy,8.642857552
IS,X-B,Taxes v. Spending,11.75
IS,X-B,Social,8.333333015
IS,X-B,Environment,15.83333302
IS,X-B,Decentralization,10.75
IS,X-B,Left-Right,12.75
IS,X-B,Immigration,9.166666985
IS,X-B,Deregulation,10.41666698
IS,X-B,Sympathy,10.75
IS,X-D,Taxes v. Spending,15.5
IS,X-D,Social,8.666666985
IS,X-D,Environment,17.16666603
IS,X-D,Decentralization,8
IS,X-D,Left-Right,16.25
IS,X-D,Immigration,9.583333015
IS,X-D,Deregulation,16.75
IS,X-D,Sympathy,11.75
IS,X-F,Taxes v. Spending,11.63636398
IS,X-F,Social,6.699999809
IS,X-F,Environment,10.16666698
IS,X-F,Decentralization,8.300000191
IS,X-F,Left-Right,12.81818199
IS,X-F,Immigration,7.727272511
IS,X-F,Deregulation,11.36363602
IS,X-F,Sympathy,12.41666698
IS,X-N,Taxes v. Spending,8.333333015
IS,X-N,Social,8.399999619
IS,X-N,Environment,9.166666985
IS,X-N,Decentralization,9
IS,X-N,Left-Right,8
IS,X-N,Immigration,7.800000191
IS,X-N,Deregulation,7.599999905
IS,X-N,Sympathy,11.16666698
IS,X-S,Taxes v. Spending,9.166666985
IS,X-S,Social,2.916666746
IS,X-S,Environment,10.16666698
IS,X-S,Decentralization,8.666666985
IS,X-S,Left-Right,8.75
IS,X-S,Immigration,5.5
IS,X-S,Deregulation,10
IS,X-S,Sympathy,6
IS,X-U,Taxes v. Spending,3.75
IS,X-U,Social,4.166666508
IS,X-U,Environment,2.166666746
IS,X-U,Decentralization,12.58333302
IS,X-U,Left-Right,3.25
IS,X-U,Immigration,5.166666508
IS,X-U,Deregulation,2.916666746
IS,X-U,Sympathy,15.75
IE,FF,Taxes v. Spending,13.75471687
IE,FF,Social,14.8113203
IE,FF,Environment,15.96226406
IE,FF,Decentralization,13.05660343
IE,FF,Left-Right,13.28301907
IE,FF,EU: Enlargement,7.038461685
IE,FF,EU: Peacekeeping,7.188679218
IE,FF,EU: Strengthening,12.69230747
IE,FF,Immigration,14.69230747
IE,FF,Northern Ireland,6.365384579
IE,FF,Sympathy,13.05769253
IE,FG,Taxes v. Spending,12.45283031
IE,FG,Social,11.47169781
IE,FG,Environment,13.75
IE,FG,Decentralization,11.79166698
IE,FG,Left-Right,12.73584938
IE,FG,EU: Enlargement,5.230769157
IE,FG,EU: Peacekeeping,4.88679266
IE,FG,EU: Strengthening,8.307692528
IE,FG,Immigration,12.88235283
IE,FG,Northern Ireland,10.96153831
IE,FG,Sympathy,11.05769253
IE,GR,Taxes v. Spending,5.784313679
IE,GR,Social,5.619999886
IE,GR,Environment,2.339622736
IE,GR,Decentralization,4.490196228
IE,GR,Left-Right,5.705882549
IE,GR,EU: Enlargement,9.795918465
IE,GR,EU: Peacekeeping,17.51922989
IE,GR,EU: Strengthening,17.05882263
IE,GR,Immigration,5.816326618
IE,GR,Northern Ireland,8.658536911
IE,GR,Sympathy,8.730769157
IE,LB,Taxes v. Spending,6.596153736
IE,LB,Social,5.98113203
IE,LB,Environment,9.452830315
IE,LB,Decentralization,8.612244606
IE,LB,Left-Right,7.377358437
IE,LB,EU: Enlargement,5.634615421
IE,LB,EU: Peacekeeping,9.73584938
IE,LB,EU: Strengthening,10.22641468
IE,LB,Immigration,6.666666508
IE,LB,Northern Ireland,9.098039627
IE,LB,Sympathy,6.884615421
IE,PD,Taxes v. Spending,17.42307663
IE,PD,Social,6.980769157
IE,PD,Environment,15.46153831
IE,PD,Decentralization,11.95918369
IE,PD,Left-Right,16.37735939
IE,PD,EU: Enlargement,6.673077106
IE,PD,EU: Peacekeeping,6.711538315
IE,PD,EU: Strengthening,13.23529434
IE,PD,Immigration,14.09615421
IE,PD,Northern Ireland,11
IE,PD,Sympathy,13.37254906
IE,SF,Taxes v. Spending,4.860000134
IE,SF,Social,9.551020622
IE,SF,Environment,10.08108139
IE,SF,Decentralization,6.615384579
IE,SF,Left-Right,6.307692528
IE,SF,EU: Enlargement,12.02222252
IE,SF,EU: Peacekeeping,17.77551079
IE,SF,EU: Strengthening,17.03846169
IE,SF,Immigration,8.600000381
IE,SF,Northern Ireland,1.5
IE,SF,Sympathy,15.69230747
IL,AE,Taxes v. Spending,4.239999771
IL,AE,Social,9.263157845
IL,AE,Environment,12.05263138
IL,AE,Religion,13.04166698
IL,AE,Left-Right,6.666666508
IL,AE,Deregulation,3.653846264
IL,AE,Palestinian State,8.291666985
IL,AE,Security,8.239999771
IL,AE,Sympathy,8.359999657
IL,Bala,Taxes v. Spending,5.590909004
IL,Bala,Social,10.94117641
IL,Bala,Environment,10.86666679
IL,Bala,Religion,12.60000038
IL,Bala,Left-Right,2.407407522
IL,Bala,Deregulation,8.444444656
IL,Bala,Palestinian State,1.481481433
IL,Bala,Security,1.111111164
IL,Bala,Sympathy,14.79166698
IL,Hada,Taxes v. Spending,2.5
IL,Hada,Social,4.86956501
IL,Hada,Environment,8.315789223
IL,Hada,Religion,19.04000092
IL,Hada,Left-Right,1.481481433
IL,Hada,Deregulation,2.640000105
IL,Hada,Palestinian State,1.076923132
IL,Hada,Security,1.148148179
IL,Hada,Sympathy,12.34615421
IL,IHUD,Taxes v. Spending,12
IL,IHUD,Social,16.47999954
IL,IHUD,Environment,14.4285717
IL,IHUD,Religion,6.461538315
IL,IHUD,Left-Right,19.22222137
IL,IHUD,Deregulation,14
IL,IHUD,Palestinian State,19.70370293
IL,IHUD,Security,19.81481552
IL,IHUD,Sympathy,17.76922989
IL,Lab,Taxes v. Spending,9.800000191
IL,Lab,Social,7.133333206
IL,Lab,Environment,11.07692337
IL,Lab,Religion,14.41379356
IL,Lab,Left-Right,7.482758522
IL,Lab,Deregulation,11
IL,Lab,Palestinian State,5.066666603
IL,Lab,Security,5.466666698
IL,Lab,Sympathy,6.629629612
IL,Lik,Taxes v. Spending,15.23333359
IL,Lik,Social,12.39999962
IL,Lik,Environment,13.85185146
IL,Lik,Religion,9
IL,Lik,Left-Right,13.6896553
IL,Lik,Deregulation,16.63333321
IL,Lik,Palestinian State,13.0666666
IL,Lik,Security,13.66666698
IL,Lik,Sympathy,13
IL,Merz,Taxes v. Spending,7.199999809
IL,Merz,Social,2.266666651
IL,Merz,Environment,4.551723957
IL,Merz,Religion,19.27586174
IL,Merz,Left-Right,4.379310131
IL,Merz,Deregulation,8.399999619
IL,Merz,Palestinian State,2.333333254
IL,Merz,Security,2.666666746
IL,Merz,Sympathy,6.888888836
IL,NRP,Taxes v. Spending,8.416666985
IL,NRP,Social,18.75862122
IL,NRP,Environment,12.80000019
IL,NRP,Religion,2.827586174
IL,NRP,Left-Right,17.37931061
IL,NRP,Deregulation,8.26086998
IL,NRP,Palestinian State,18.65517235
IL,NRP,Security,18.56666756
IL,NRP,Sympathy,16.6785717
IL,Raam,Taxes v. Spending,5.823529243
IL,Raam,Social,16.05882263
IL,Raam,Environment,12.66666698
IL,Raam,Religion,6.25
IL,Raam,Left-Right,3
IL,Raam,Deregulation,7.3125
IL,Raam,Palestinian State,1.153846145
IL,Raam,Security,1.307692289
IL,Raam,Sympathy,15.08695698
IL,Shas,Taxes v. Spending,5.111111164
IL,Shas,Social,19.39999962
IL,Shas,Environment,14.4117651
IL,Shas,Religion,1.379310369
IL,Shas,Left-Right,14.37931061
IL,Shas,Deregulation,5.875
IL,Shas,Palestinian State,13.46428585
IL,Shas,Security,13.26666641
IL,Shas,Sympathy,16.85185242
IL,Shin,Taxes v. Spending,17.37931061
IL,Shin,Social,4.310344696
IL,Shin,Environment,10.89655209
IL,Shin,Religion,19.6785717
IL,Shin,Left-Right,11.40740776
IL,Shin,Deregulation,18.58620644
IL,Shin,Palestinian State,8.72413826
IL,Shin,Security,8.758620262
IL,Shin,Sympathy,10.38461494
IL,YhT,Taxes v. Spending,6.347826004
IL,YhT,Social,19.5357151
IL,YhT,Environment,13
IL,YhT,Religion,1.928571463
IL,YhT,Left-Right,14.18518543
IL,YhT,Deregulation,8.421052933
IL,YhT,Palestinian State,13.46153831
IL,YhT,Security,13.69230747
IL,YhT,Sympathy,17.69230843
IT,AN,Taxes v. Spending,10.06382942
IT,AN,Social,18.27083397
IT,AN,Environment,13.48076916
IT,AN,Decentralization,14.88235283
IT,AN,Left-Right,16.94444466
IT,AN,EU: Peacekeeping,6.843137264
IT,AN,Immigration,15.71698093
IT,AN,Deregulation,7.807692528
IT,AN,EU: Accountability,14.72340393
IT,AN,EU: Authority,13.53999996
IT,AN,Sympathy,16.80392075
IT,DS,Taxes v. Spending,6.666666508
IT,DS,Social,4.979166508
IT,DS,Environment,7.340000153
IT,DS,Decentralization,7.365384579
IT,DS,Left-Right,5.98113203
IT,DS,EU: Peacekeeping,7.269230843
IT,DS,Immigration,4.358490467
IT,DS,Deregulation,7.529411793
IT,DS,EU: Accountability,5.723404408
IT,DS,EU: Authority,5.115384579
IT,DS,Sympathy,5.490196228
IT,FI,Taxes v. Spending,17.48936081
IT,FI,Social,12.875
IT,FI,Environment,17.21999931
IT,FI,Decentralization,8.865385056
IT,FI,Left-Right,15.59259224
IT,FI,EU: Peacekeeping,7.5
IT,FI,Immigration,14.35849094
IT,FI,Deregulation,16.61538506
IT,FI,EU: Accountability,14.1875
IT,FI,EU: Authority,14.61538506
IT,FI,Sympathy,17.07843208
IT,Green,Taxes v. Spending,4.86956501
IT,Green,Social,3.354166746
IT,Green,Environment,1.711538434
IT,Green,Decentralization,9.531914711
IT,Green,Left-Right,4.018518448
IT,Green,EU: Peacekeeping,14.652174
IT,Green,Immigration,3.25
IT,Green,Deregulation,5.920000076
IT,Green,EU: Accountability,5.666666508
IT,Green,EU: Authority,5.666666508
IT,Green,Sympathy,8.340000153
IT,It.Val.,Taxes v. Spending,8.636363983
IT,It.Val.,Social,9.92307663
IT,It.Val.,Environment,8.333333015
IT,It.Val.,Decentralization,9.064516068
IT,It.Val.,Left-Right,10.08888912
IT,It.Val.,EU: Peacekeeping,8.633333206
IT,It.Val.,Immigration,7.84375
IT,It.Val.,Deregulation,8.864865303
IT,It.Val.,EU: Accountability,7.433333397
IT,It.Val.,EU: Authority,6.5
IT,It.Val.,Sympathy,11.28888893
IT,LN,Taxes v. Spending,15.06382942
IT,LN,Social,17.06382942
IT,LN,Environment,15.31914902
IT,LN,Decentralization,2.423076868
IT,LN,Left-Right,16.88679314
IT,LN,EU: Peacekeeping,13.04081631
IT,LN,Immigration,19.30188751
IT,LN,Deregulation,15.24489784
IT,LN,EU: Accountability,16.52173996
IT,LN,EU: Authority,17.94230843
IT,LN,Sympathy,18.54000092
IT,MSFT,Taxes v. Spending,6.714285851
IT,MSFT,Social,18.51515198
IT,MSFT,Environment,10.69565201
IT,MSFT,Decentralization,16.22857094
IT,MSFT,Left-Right,19.02272797
IT,MSFT,EU: Peacekeeping,12.5
IT,MSFT,Immigration,17.8571434
IT,MSFT,Deregulation,4.694444656
IT,MSFT,EU: Accountability,15.875
IT,MSFT,EU: Authority,16.75862122
IT,MSFT,Sympathy,18.8292675
IT,Marg,Taxes v. Spending,8.458333015
IT,Marg,Social,11.85106373
IT,Marg,Environment,8.313725471
IT,Marg,Decentralization,8.117647171
IT,Marg,Left-Right,8.037036896
IT,Marg,EU: Peacekeeping,6.882352829
IT,Marg,Immigration,5.403846264
IT,Marg,Deregulation,9.17307663
IT,Marg,EU: Accountability,5.717391491
IT,Marg,EU: Authority,4.627450943
IT,Marg,Sympathy,6.352941036
IT,PDCI,Taxes v. Spending,3.886363745
IT,PDCI,Social,4.155555725
IT,PDCI,Environment,6.425531864
IT,PDCI,Decentralization,12.51063824
IT,PDCI,Left-Right,3.326923132
IT,PDCI,EU: Peacekeeping,15.38297844
IT,PDCI,Immigration,3.428571463
IT,PDCI,Deregulation,3.416666746
IT,PDCI,EU: Accountability,7.952381134
IT,PDCI,EU: Authority,8.409090996
IT,PDCI,Sympathy,10.65999985
IT,Pann,Taxes v. Spending,15.22500038
IT,Pann,Social,2.021276712
IT,Pann,Environment,9.340909004
IT,Pann,Decentralization,6.809523582
IT,Pann,Left-Right,12
IT,Pann,EU: Peacekeeping,6.341463566
IT,Pann,Immigration,5.066666603
IT,Pann,Deregulation,17.78723335
IT,Pann,EU: Accountability,5.341463566
IT,Pann,EU: Authority,6.731707096
IT,Pann,Sympathy,11.31999969
IT,RC,Taxes v. Spending,2.916666746
IT,RC,Social,3.6875
IT,RC,Environment,5.634615421
IT,RC,Decentralization,13.42000008
IT,RC,Left-Right,2.14814806
IT,RC,EU: Peacekeeping,16.72549057
IT,RC,Immigration,2.692307711
IT,RC,Deregulation,2.653846264
IT,RC,EU: Accountability,8.044444084
IT,RC,EU: Authority,10.65306091
IT,RC,Sympathy,11.56862736
IT,SDI,Taxes v. Spending,9.342104912
IT,SDI,Social,7.095238209
IT,SDI,Environment,9.594594955
IT,SDI,Decentralization,8.948718071
IT,SDI,Left-Right,8.579999924
IT,SDI,EU: Peacekeeping,6.534883499
IT,SDI,Immigration,7.333333492
IT,SDI,Deregulation,9.8139534
IT,SDI,EU: Accountability,7.333333492
IT,SDI,EU: Authority,6.574999809
IT,SDI,Sympathy,9.80851078
IT,UDC,Taxes v. Spending,10.62222195
IT,UDC,Social,16
IT,UDC,Environment,11.652174
IT,UDC,Decentralization,10.46938801
IT,UDC,Left-Right,12.38888931
IT,UDC,EU: Peacekeeping,6.75
IT,UDC,Immigration,8.877551079
IT,UDC,Deregulation,10.53061199
IT,UDC,EU: Accountability,9.511628151
IT,UDC,EU: Authority,8.25
IT,UDC,Sympathy,13.6078434
LU,ADR,Taxes v. Spending,13
LU,ADR,Social,15.25
LU,ADR,Environment,13.5
LU,ADR,Decentralization,9.25
LU,ADR,Left-Right,17.75
LU,ADR,EU: Peacekeeping,11.5
LU,ADR,Immigration,17.5
LU,ADR,Deregulation,10.25
LU,ADR,EU: Accountability,17
LU,ADR,EU: Authority,17.5
LU,ADR,Sympathy,16.66666603
LU,CSV,Taxes v. Spending,13.75
LU,CSV,Social,15.25
LU,CSV,Environment,10.5
LU,CSV,Decentralization,7.25
LU,CSV,Left-Right,13.25
LU,CSV,EU: Peacekeeping,3.75
LU,CSV,Immigration,14.5
LU,CSV,Deregulation,9.75
LU,CSV,EU: Accountability,10.5
LU,CSV,EU: Authority,6.75
LU,CSV,Sympathy,9
LU,DL,Taxes v. Spending,2.666666746
LU,DL,Social,3
LU,DL,Environment,7
LU,DL,Decentralization,12.66666698
LU,DL,Left-Right,2
LU,DL,EU: Peacekeeping,19.66666603
LU,DL,Immigration,1.333333373
LU,DL,Deregulation,1
LU,DL,EU: Accountability,17.66666603
LU,DL,EU: Authority,18.33333397
LU,DL,Sympathy,13.5
LU,DP,Taxes v. Spending,15
LU,DP,Social,6.25
LU,DP,Environment,15.75
LU,DP,Decentralization,9.25
LU,DP,Left-Right,13.5
LU,DP,EU: Peacekeeping,4
LU,DP,Immigration,13
LU,DP,Deregulation,16
LU,DP,EU: Accountability,11.5
LU,DP,EU: Authority,9.25
LU,DP,Sympathy,13.33333302
LU,G,Taxes v. Spending,4
LU,G,Social,2.5
LU,G,Environment,2
LU,G,Decentralization,5
LU,G,Left-Right,5.75
LU,G,EU: Peacekeeping,10.5
LU,G,Immigration,1.75
LU,G,Deregulation,4.75
LU,G,EU: Accountability,9.75
LU,G,EU: Authority,5.75
LU,G,Sympathy,6.333333492
LU,LSAP,Taxes v. Spending,8.5
LU,LSAP,Social,3.5
LU,LSAP,Environment,10.33333302
LU,LSAP,Decentralization,6.25
LU,LSAP,Left-Right,7.25
LU,LSAP,EU: Peacekeeping,5
LU,LSAP,Immigration,5.5
LU,LSAP,Deregulation,6.25
LU,LSAP,EU: Accountability,9.75
LU,LSAP,EU: Authority,7.5
LU,LSAP,Sympathy,7
MT,AD,Taxes v. Spending,7.199999809
MT,AD,Social,9.800000191
MT,AD,EU joining,18.60000038
MT,AD,Environment,5.400000095
MT,AD,Decentralization,8.199999809
MT,AD,Left-Right,8.199999809
MT,AD,Immigration,7.5
MT,AD,NATO/Peacekeeping,13
MT,AD,Deregulation,12
MT,AD,Sympathy,9.5
MT,MLP,Taxes v. Spending,10.71428585
MT,MLP,Social,13
MT,MLP,EU joining,5.571428776
MT,MLP,Environment,14
MT,MLP,Decentralization,11.28571415
MT,MLP,Left-Right,9
MT,MLP,Immigration,13.33333302
MT,MLP,NATO/Peacekeeping,15.85714245
MT,MLP,Deregulation,12
MT,MLP,Sympathy,11
MT,NP,Taxes v. Spending,9.857142448
MT,NP,Social,14.14285755
MT,NP,EU joining,18.8571434
MT,NP,Environment,13.14285755
MT,NP,Decentralization,8.142857552
MT,NP,Left-Right,11.85714245
MT,NP,Immigration,14
MT,NP,NATO/Peacekeeping,7.285714149
MT,NP,Deregulation,13.4285717
MT,NP,Sympathy,10.33333302
NL,CDA,Taxes v. Spending,13.27272701
NL,CDA,Social,13.22727299
NL,CDA,Environment,12.68181801
NL,CDA,Decentralization,7.882352829
NL,CDA,Left-Right,13.5714283
NL,CDA,EU: Peacekeeping,7.8125
NL,CDA,Immigration,11.4285717
NL,CDA,Deregulation,12.36363602
NL,CDA,EU: Accountability,11.35714245
NL,CDA,EU: Authority,9.699999809
NL,CDA,Sympathy,14.35000038
NL,CU,Taxes v. Spending,9.684210777
NL,CU,Social,17.38095284
NL,CU,Environment,7.849999905
NL,CU,Decentralization,8.909090996
NL,CU,Left-Right,12.19047642
NL,CU,EU: Peacekeeping,10.19999981
NL,CU,Immigration,9.555555344
NL,CU,Deregulation,9.611110687
NL,CU,EU: Accountability,12.909091
NL,CU,EU: Authority,12.78571415
NL,CU,Sympathy,15.19999981
NL,D66,Taxes v. Spending,10
NL,D66,Social,2.590909004
NL,D66,Environment,7.454545498
NL,D66,Decentralization,7.210526466
NL,D66,Left-Right,10.38095284
NL,D66,EU: Peacekeeping,7.400000095
NL,D66,Immigration,7.333333492
NL,D66,Deregulation,12.33333302
NL,D66,EU: Accountability,4.5625
NL,D66,EU: Authority,7.099999905
NL,D66,Sympathy,8.300000191
NL,GL,Taxes v. Spending,5.090909004
NL,GL,Social,2.571428537
NL,GL,Environment,3.318181753
NL,GL,Decentralization,10.4375
NL,GL,Left-Right,4.952381134
NL,GL,EU: Peacekeeping,11.125
NL,GL,Immigration,3.285714388
NL,GL,Deregulation,4.818181992
NL,GL,EU: Accountability,6
NL,GL,EU: Authority,9.526315689
NL,GL,Sympathy,5.199999809
NL,LPF,Taxes v. Spending,16.2857151
NL,LPF,Social,8.8125
NL,LPF,Environment,16.52631569
NL,LPF,Decentralization,8.615385056
NL,LPF,Left-Right,17.61904716
NL,LPF,EU: Peacekeeping,11.27272701
NL,LPF,Immigration,18.31579018
NL,LPF,Deregulation,16.42105293
NL,LPF,EU: Accountability,14.07692337
NL,LPF,EU: Authority,15.83333302
NL,LPF,Sympathy,18
NL,PvdA,Taxes v. Spending,8.090909004
NL,PvdA,Social,5.227272511
NL,PvdA,Environment,9.318181992
NL,PvdA,Decentralization,11.05882359
NL,PvdA,Left-Right,8.571428299
NL,PvdA,EU: Peacekeeping,8.4375
NL,PvdA,Immigration,7.619047642
NL,PvdA,Deregulation,8.227272987
NL,PvdA,EU: Accountability,7.285714149
NL,PvdA,EU: Authority,7.473684311
NL,PvdA,Sympathy,8.100000381
NL,SGP,Taxes v. Spending,13.0625
NL,SGP,Social,19.5714283
NL,SGP,Environment,12.0666666
NL,SGP,Decentralization,8.222222328
NL,SGP,Left-Right,16.52380943
NL,SGP,EU: Peacekeeping,10.28571415
NL,SGP,Immigration,13.47058868
NL,SGP,Deregulation,13
NL,SGP,EU: Accountability,14.72727299
NL,SGP,EU: Authority,14.5
NL,SGP,Sympathy,18.39999962
NL,SP,Taxes v. Spending,3.619047642
NL,SP,Social,7.25
NL,SP,Environment,8.476190567
NL,SP,Decentralization,12.46666622
NL,SP,Left-Right,3.095238209
NL,SP,EU: Peacekeeping,14.86666679
NL,SP,Immigration,8.944444656
NL,SP,Deregulation,2.428571463
NL,SP,EU: Accountability,10.21428585
NL,SP,EU: Authority,15.52941132
NL,SP,Sympathy,9.5
NL,VVD,Taxes v. Spending,16.77272797
NL,VVD,Social,4.772727489
NL,VVD,Environment,16.77272797
NL,VVD,Decentralization,9.352941513
NL,VVD,Left-Right,16.33333397
NL,VVD,EU: Peacekeeping,8.25
NL,VVD,Immigration,15.5714283
NL,VVD,Deregulation,17.5
NL,VVD,EU: Accountability,13.9375
NL,VVD,EU: Authority,12.60000038
NL,VVD,Sympathy,13.80000019
NZ,ACT,Taxes v. Spending,18.05263138
NZ,ACT,Environment,17.78947449
NZ,ACT,Decentralization,5.611111164
NZ,ACT,Left-Right,18.14999962
NZ,ACT,Immigration,9.476190567
NZ,ACT,Deregulation,18.94736862
NZ,ACT,Health Care,17.61904716
NZ,ACT,US Affairs,4.857142925
NZ,ACT,Sympathy,18
NZ,Allc,Taxes v. Spending,3.111111164
NZ,Allc,Environment,7.588235378
NZ,Allc,Decentralization,11.125
NZ,Allc,Left-Right,3.166666746
NZ,Allc,Immigration,5.117647171
NZ,Allc,Deregulation,4
NZ,Allc,Health Care,1.899999976
NZ,Allc,US Affairs,17.20000076
NZ,Allc,Sympathy,7.666666508
NZ,GPA,Taxes v. Spending,5.263157845
NZ,GPA,Environment,1.684210539
NZ,GPA,Decentralization,6.611111164
NZ,GPA,Left-Right,4.368421078
NZ,GPA,Immigration,4.368421078
NZ,GPA,Deregulation,5.421052456
NZ,GPA,Health Care,3.5
NZ,GPA,US Affairs,17.38095284
NZ,GPA,Sympathy,7.052631378
NZ,NP,Taxes v. Spending,14.73684216
NZ,NP,Environment,14.73684216
NZ,NP,Decentralization,9.277777672
NZ,NP,Left-Right,14.60000038
NZ,NP,Immigration,9.619047165
NZ,NP,Deregulation,15.31578922
NZ,NP,Health Care,13.04761887
NZ,NP,US Affairs,6.238095284
NZ,NP,Sympathy,14.47368431
NZ,NZFP,Taxes v. Spending,11.33333302
NZ,NZFP,Environment,13.5
NZ,NZFP,Decentralization,11.13333321
NZ,NZFP,Left-Right,12.47368431
NZ,NZFP,Immigration,17
NZ,NZFP,Deregulation,10.82352924
NZ,NZFP,Health Care,8.333333015
NZ,NZFP,US Affairs,9.941176414
